Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,^GSPC,AAPL,^GSPC,AAPL,^GSPC,AAPL,^GSPC,AAPL,^GSPC
Date,,,,,,,,,,
2022-01-03,178.44308471679688,4796.56005859375,179.2960452129802,4796.64013671875,174.22736520039913,4758.169921875,174.34500873376612,4778.14013671875,104487900,3831020000
2022-01-04,176.17840576171875,4793.5400390625,179.35491668068815,4818.6201171875,175.60977025994117,4774.27001953125,179.05099416209845,4804.509765625,99310400,4683170000
2022-01-05,171.49205017089844,4700.580078125,176.6391646965208,4797.7001953125,171.21753859297928,4699.43994140625,176.09014154068254,4787.990234375,94537600,4887960000
2022-01-06,168.6293182373047,4696.0498046875,171.86465117218228,4725.009765625,168.27637255423144,4671.259765625,169.31559735445745,4693.39013671875,96904000,4295280000
2022-01-07,168.79595947265625,4677.02978515625,170.72735431349597,4707.9501953125,167.6783008049415,4662.740234375,169.50185073224034,4697.66015625,86709100,4181510000
2022-01-10,168.81558227539062,4670.2900390625,169.1195047889858,4673.02001953125,164.87435832287932,4582.240234375,165.76652857616685,4655.33984375,106765600,4511810000
2022-01-11,171.64891052246094,4713.06982421875,171.74694181889706,4714.1298828125,167.4724003083723,4638.27001953125,168.94300439273908,4669.14013671875,76138300,4101590000
2022-01-12,172.090087890625,4726.35009765625,173.70774639139225,4748.830078125,171.39401033832232,4706.7099609375,172.6685219038925,4728.58984375,74805200,4048220000
2022-01-13,168.81558227539062,4659.02978515625,173.15876005827155,4744.1298828125,168.42341212900857,4650.2900390625,172.3352251905114,4733.56005859375,84505800,4251730000
2022-01-14,169.6783447265625,4662.85009765625,170.37442243944997,4665.1298828125,167.73713612609606,4614.75,167.9822368621362,4637.990234375,80440800,4338490000
2022-01-18,166.47242736816406,4577.10986328125,169.1587219328493,4632.240234375,166.0900708080933,4568.7001953125,168.14890807010434,4632.240234375,90956700,4748700000
2022-01-19,162.97238159179688,4532.759765625,167.72734198246087,4611.5498046875,162.68807131265714,4530.2001953125,166.66850497918634,4588.02978515625,94815000,4465740000
2022-01-20,161.28607177734375,4482.72998046875,166.3547528521012,4602.10986328125,160.9625370330281,4477.9501953125,163.70766807832655,4547.35009765625,91420500,4640870000
2022-01-21,159.22723388671875,4397.93994140625,163.0704113462842,4494.52001953125,159.1193889725066,4395.33984375,161.19783827212862,4471.3798828125,122848900,5589100000
2022-01-24,158.45269775390625,4410.1298828125,159.11937944541725,4417.35009765625,151.6683120872291,4222.6201171875,156.88406222991276,4356.31982421875,162294600,6928110000
2022-01-25,156.64874267578125,4356.4501953125,159.5703385417507,4411.009765625,153.94283660123486,4287.10986328125,155.8644175214936,4366.64013671875,115798400,5145050000
2022-01-26,156.560546875,4349.93017578125,161.1684376714049,4453.22998046875,154.72719817611775,4304.7998046875,160.29587965880856,4408.43017578125,108275300,5570640000
2022-01-27,156.09971618652344,4326.509765625,160.62917178912974,4428.740234375,155.1781352721083,4309.5,159.26641265987436,4380.580078125,121954600,5214200000
2022-01-28,166.99203491210938,4431.85009765625,167.01164715968335,4432.72021484375,159.6096019553616,4292.4599609375,162.46257810702824,4336.18994140625,179935700,5031090000
2022-01-31,171.35482788085938,4515.5498046875,171.57051772849903,4516.89013671875,166.1881001011021,4414.02001953125,166.82537099995082,4431.7900390625,115541600,5098610000
2022-02-01,171.18814086914062,4546.5400390625,171.41362933410613,4550.490234375,168.93321134020488,4483.52978515625,170.59989317993646,4519.56982421875,86213900,4816830000
2022-02-02,172.39404296875,4589.3798828125,172.43326746235797,4595.31005859375,169.93323706636977,4544.31982421875,171.32540739423024,4566.39013671875,84914300,4481580000
2022-02-03,169.5116729736328,4477.43994140625,172.7862303680274,4542.8798828125,168.746959829252,4470.39013671875,171.06071151115776,4535.41015625,89418100,4401970000
2022-02-04,169.22698974609375,4500.52978515625,170.90562127726093,4539.66015625,167.54835821492657,4451.5,168.53001022690665,4482.7900390625,82465400,4706290000
2022-02-07,168.51039123535156,4483.8701171875,170.75836779564654,4521.85986328125,167.81341170266444,4471.47021484375,169.68837067678015,4505.75,77251200,4228480000
2022-02-08,171.6222381591797,4521.5400390625,172.1327014444133,4531.31982421875,168.28461203735645,4465.39990234375,168.57911066263827,4480.02001953125,74829200,4459620000
2022-02-09,173.04563903808594,4587.18017578125,173.40884553875563,4590.02978515625,171.69095428385612,4547.0,172.8198632386553,4547.0,71285000,4524350000
2022-02-10,168.9619140625,4504.080078125,172.26026492516206,4588.919921875,168.4023802889261,4484.31005859375,170.9448550221314,4553.240234375,90865900,5314860000
2022-02-11,165.54579162597656,4418.64013671875,169.90432887481495,4526.330078125,164.95679443820137,4401.41015625,169.16808987950634,4506.27001953125,98670700,5251500000
2022-02-14,165.7814178466797,4401.669921875,166.46857134746543,4426.22021484375,163.50397769684932,4364.83984375,164.2991135319602,4412.60986328125,86185500,4600390000
2022-02-15,169.61965942382812,4471.06982421875,169.77672735442647,4472.77001953125,167.1262696855739,4429.27978515625,167.83306039444423,4429.27978515625,62527400,4430830000
2022-02-16,169.38404846191406,4475.009765625,170.1595469185717,4489.5498046875,166.92991856527323,4429.68017578125,168.69689508661867,4455.75,61177400,4283640000
2022-02-17,165.7814178466797,4380.259765625,168.75582262629885,4456.06005859375,165.37893687521128,4373.81005859375,167.89196395169796,4456.06005859375,69589300,4539420000
2022-02-18,164.23040771484375,4348.8701171875,167.4109510948633,4394.60009765625,163.14077322903105,4327.22021484375,166.70417532727691,4384.56982421875,82772700,4708060000
2022-02-22,161.30503845214844,4304.759765625,163.63154853290226,4362.1201171875,159.1748407659244,4267.10986328125,161.9529172863156,4332.740234375,91162800,5121900000
2022-02-23,157.133056640625,4225.5,163.10148814384206,4341.509765625,156.8189207831809,4221.509765625,162.50267977205857,4324.93017578125,90009200,4797430000
2022-02-24,159.75405883789062,4288.7001953125,159.86204116175165,4294.72998046875,149.21111050582687,4114.64990234375,149.7804704881103,4155.77001953125,141147500,6752130000
2022-02-25,161.82533264160156,4384.64990234375,162.090367887761,4385.33984375,157.91834703084373,4286.830078125,160.83385456915977,4298.3798828125,91974200,5177060000
2022-02-28,162.09034729003906,4373.93994140625,162.3848458382796,4388.83984375,159.4497014395523,4315.1201171875,160.0681468929756,4354.169921875,95056600,6071370000
2022-03-01,160.20559692382812,4306.259765625,163.54322257611173,4378.4501953125,158.99816920673908,4279.5400390625,161.67807486426554,4363.14013671875,83474400,5846230000
2022-03-02,163.50396728515625,4386.5400390625,164.28929194125575,4401.47998046875,159.96020269374122,4322.56005859375,161.37378407895594,4322.56005859375,79724800,5337870000
2022-03-03,163.1800079345703,4363.490234375,165.81084308627598,4416.77978515625,162.51249176371445,4345.56005859375,165.3789138092183,4401.31005859375,76678400,5039890000
2022-03-04,160.1761474609375,4328.8701171875,162.51248390357455,4342.1201171875,159.1257876596409,4284.97998046875,161.4719352294381,4342.1201171875,83737200,5797380000
2022-03-07,156.37716674804688,4201.08984375,161.99221739182056,4327.009765625,156.121927641353,4199.85009765625,160.3626714753167,4327.009765625,96418800,6940470000
2022-03-08,154.55126953125,4170.7001953125,159.89145798739116,4276.93994140625,152.94136109775025,4157.8701171875,155.90595387633803,4202.66015625,131148300,7243120000
2022-03-09,159.96017456054688,4277.8798828125,160.4117410265014,4299.39990234375,156.4851334154229,4223.10009765625,158.51714506516998,4223.10009765625,91454900,5662670000
2022-03-10,155.61146545410156,4259.52001953125,157.4471497383223,4268.27978515625,153.11806120676204,4209.7998046875,157.26063347822767,4252.5498046875,105342000,4980830000
2022-03-11,151.89102172851562,4204.31005859375,156.35754167605256,4291.009765625,151.66524594480387,4200.490234375,156.01395745746433,4279.5,96970100,4938640000
2022-03-14,147.8564453125,4173.10986328125,151.29222791354923,4247.56982421875,147.34599696795414,4161.72021484375,148.67121841249335,4202.75,108732100,5574920000
2022-03-15,152.24441528320312,4262.4501953125,152.7156190595178,4271.0498046875,147.6208424416319,4187.89990234375,148.1312907310734,4188.81982421875,92964300,5392470000
2022-03-16,156.6618194580078,4357.85986328125,157.06430032250074,4358.89990234375,151.6259555145145,4251.990234375,154.16843028106842,4288.14013671875,102300200,6309750000
2022-03-17,157.67295837402344,4411.669921875,158.04599097202535,4412.669921875,154.73782812813226,4335.64990234375,155.69984300954386,4345.10986328125,75615400,4985090000
2022-03-18,160.9713134765625,4463.1201171875,161.4621395458107,4465.39990234375,156.82874025380204,4390.56982421875,157.5649793576743,4407.33984375,123511700,8278430000
2022-03-21,162.34561157226562,4461.18017578125,163.2978152048177,4481.75,160.0190861607253,4424.2998046875,160.50991215775952,4462.39990234375,95811400,4869820000
2022-03-22,165.7224884033203,4511.60986328125,166.31147058252574,4522.0,161.88422570672876,4469.10009765625,162.4732078859342,4469.10009765625,81532000,4754840000
2022-03-23,167.08697509765625,4456.240234375,169.47238200494985,4501.06982421875,164.57393367238456,4455.81005859375,164.9077066995065,4493.10009765625,98062700,4550670000
2022-03-24,170.87615966796875,4520.16015625,170.94486751449384,4520.580078125,167.08698259633016,4465.169921875,167.92137775453384,4469.97998046875,90131400,4131390000
2022-03-25,171.51425170898438,4543.06005859375,172.06397447426608,4546.02978515625,169.5803959233043,4501.06982421875,170.68966756106184,4522.91015625,80546200,4305020000
2022-03-28,172.37811279296875,4575.52001953125,172.5057173789197,4575.64990234375,168.8441592815926,4517.68994140625,169.01103833923784,4541.08984375,90371900,4312260000
2022-03-29,175.6764678955078,4631.60009765625,175.7255385178658,4637.2998046875,173.1045291861119,4589.66015625,173.44811341555265,4602.85986328125,100589400,5085910000
2022-03-30,174.50827026367188,4602.4501953125,176.31450624555694,4627.77001953125,173.45789549385026,4581.31982421875,175.27395758161924,4624.2001953125,92633200,4385570000
2022-03-31,171.40625,4530.41015625,174.76349791877144,4603.06982421875,171.200096496919,4530.41015625,174.57698164903633,4599.02001953125,103049300,4823020000
2022-04-01,171.11175537109375,4545.85986328125,171.67130419323556,4548.7001953125,168.78524495629924,4507.56982421875,170.83689401317795,4540.31982421875,78751300,4562940000
2022-04-04,175.16600036621094,4582.64013671875,175.21508596620356,4583.5,171.23939202795495,4539.2099609375,171.36701159217134,4547.97021484375,76468400,4547350000
2022-04-05,171.84799194335938,4525.1201171875,175.0285497272662,4593.4501953125,171.21973527998745,4514.169921875,174.2432251533462,4572.4501953125,73401800,4800620000
2022-04-06,168.67726135253906,4481.14990234375,170.44423791053993,4503.93994140625,167.00845598396842,4450.0400390625,169.19753570311426,4494.169921875,89058800,4986830000
2022-04-07,168.9815673828125,4500.2099609375,170.1791839693951,4521.16015625,166.73359099058004,4450.2998046875,168.01955265843017,4474.64990234375,77594700,4821490000
2022-04-08,166.96917724609375,4488.27978515625,168.6281714448174,4520.41015625,166.09550760626425,4474.60009765625,168.6281714448174,4494.14990234375,76575500,4083200000
2022-04-11,162.70883178710938,4412.52978515625,165.92864940184566,4464.35009765625,162.46341876782265,4408.3798828125,165.61452852614607,4462.64013671875,72246700,4266290000
2022-04-12,164.58375549316406,4397.4501953125,166.7531977294746,4471.0,163.58246639550293,4381.33984375,164.93715076417277,4437.58984375,79265200,4152090000
2022-04-13,167.2735137939453,4446.58984375,167.90177054609936,4453.919921875,163.71012681510052,4392.7001953125,164.31874633095592,4394.2998046875,70618900,3828150000
2022-04-14,162.25729370117188,4392.58984375,168.12758493692257,4460.4599609375,162.01188063883922,4390.77001953125,167.4895019875629,4449.1201171875,75329400,4083090000
2022-04-18,162.04132080078125,4391.68994140625,163.54324732904448,4410.31005859375,160.5688426374783,4370.2998046875,160.91241188828883,4385.6298828125,69023900,3910490000
2022-04-19,164.32855224609375,4462.2099609375,164.7408593011716,4471.02978515625,160.9025960723887,4390.6298828125,161.9922304806441,4390.6298828125,67723800,4108120000
2022-04-20,164.16163635253906,4459.4501953125,165.7813709088185,4488.2900390625,163.0523799363438,4448.759765625,165.66356250002266,4472.259765625,67929800,4290450000
2022-04-21,163.3665313720703,4393.66015625,168.38277391627963,4512.93994140625,162.86589422198446,4384.47021484375,165.81085035411152,4489.169921875,87227800,4636890000
2022-04-22,158.8214569091797,4271.77978515625,164.78990235630212,4385.830078125,158.53678444420197,4267.6201171875,163.40578453855588,4385.830078125,84882400,4651940000
2022-04-25,159.89149475097656,4296.1201171875,160.1761672620124,4299.02001953125,155.55259437743032,4200.81982421875,158.16377751272768,4255.33984375,96046400,5240040000
2022-04-26,153.92303466796875,4175.2001953125,159.36138008917553,4278.14013671875,153.84450071149385,4175.0400390625,159.27303500519898,4278.14013671875,95623200,4689970000
2022-04-27,153.697265625,4183.9599609375,156.85817138310125,4240.7099609375,152.52909731194325,4162.89990234375,153.0493716898695,4186.52001953125,88063200,4769680000
2022-04-28,160.63754272460938,4287.5,161.50140133184425,4308.4501953125,156.01395492484127,4188.6298828125,156.3280907743164,4222.580078125,130216800,4854180000
2022-04-29,154.75741577148438,4131.93017578125,163.1505424974972,4269.68017578125,154.36476100370217,4124.27978515625,158.87053962186658,4253.75,131747600,5084030000
2022-05-02,155.06175231933594,4155.3798828125,155.326787567421,4169.81005859375,150.45780216717014,4062.510009765625,153.83468735250372,4130.60986328125,123055300,5163790000
2022-05-03,156.55386352539062,4175.47998046875,157.76130632227486,4200.10009765625,153.4518544553603,4147.080078125,155.24826451156082,4159.77978515625,88966500,4582050000
2022-05-04,162.97386169433594,4300.169921875,163.42541320530594,4307.66015625,156.33788489489382,4148.91015625,156.74036579119067,4181.18017578125,108256500,5136360000
2022-05-05,153.89358520507812,4146.8701171875,161.06945878722854,4270.43017578125,152.10697141040896,4106.009765625,160.84368302574217,4270.43017578125,130525300,5077030000
2022-05-06,154.6210479736328,4123.33984375,156.74453495515866,4157.68994140625,151.5734500834341,4067.909912109375,153.3725141927135,4128.169921875,116124600,5116940000
2022-05-09,149.48931884765625,3991.239990234375,153.19558860822082,4081.27001953125,148.92896288962842,3975.47998046875,152.31079472594658,4081.27001953125,131577900,5954520000
2022-05-10,151.8978729248047,4001.050048828125,154.0901836973431,4068.820068359375,150.34458235534652,3958.169921875,152.89080762473395,4035.179931640625,115366700,5885820000
2022-05-11,144.0233154296875,3935.179931640625,152.82200644382692,4049.090087890625,143.34497796029567,3928.820068359375,150.90497555260774,3990.080078125,142689800,5816140000
2022-05-12,140.14991760253906,3930.080078125,143.7283801675573,3964.800048828125,136.45348852465227,3858.8701171875,140.3563740008872,3903.949951171875,182602000,6286450000
2022-05-13,144.62298583984375,4023.889892578125,145.59625448116793,4038.8798828125,140.69060910842344,3963.89990234375,142.14558429881745,3963.89990234375,113990900,5183340000
2022-05-16,143.07952880859375,4008.010009765625,145.02606620057162,4046.4599609375,141.7425200447831,3983.989990234375,143.08936935150413,4013.02001953125,86643800,4415030000
2022-05-17,146.717041015625,4088.85009765625,147.23807994472025,4090.719970703125,144.20030628161507,4033.929931640625,146.34346027369523,4052.0,78336300,4841410000
2022-05-18,138.43934631347656,3923.679931640625,144.86877642522347,4051.97998046875,137.5348863581385,3911.909912109375,144.36740373329286,4051.97998046875,109742900,5103220000
2022-05-19,135.02801513671875,3900.7900390625,139.26514939022877,3945.9599609375,134.29069437332384,3876.580078125,137.5152426451712,3899.0,136095600,5113550000
2022-05-20,135.26393127441406,3901.360107421875,138.3213549245238,3943.419921875,130.36812621760984,3810.320068359375,136.73857261689477,3927.760009765625,137426100,5130730000
2022-05-23,140.690673828125,3973.75,140.8381320230554,3981.8798828125,135.32297052015298,3909.0400390625,135.4606031690326,3919.419921875,117726300,4420030000
2022-05-24,137.98709106445312,3941.47998046875,139.56987319517663,3955.679931640625,135.00831708564206,3875.1298828125,138.42948041758655,3942.93994140625,104132700,4923190000
2022-05-25,138.1444091796875,3978.72998046875,139.39292808535322,3999.330078125,136.00125589921703,3925.030029296875,136.08973078213927,3929.590087890625,92482700,4802560000
2022-05-26,141.3493194580078,4057.840087890625,141.89984995235616,4075.139892578125,134.8215728806199,3984.60009765625,135.06734649422762,3984.60009765625,90601500,4709970000
2022-05-27,147.1102294921875,4158.240234375,147.1495466635664,4158.490234375,142.80427168601537,4077.429931640625,142.93207874444667,4077.429931640625,90978500,4375620000
2022-05-31,146.32376098632812,4132.14990234375,148.11299992246586,4168.33984375,144.35757226573517,4104.8798828125,146.54988348979353,4151.08984375,103718400,6822640000
2022-06-01,146.1959686279297,4101.22998046875,149.17474333360954,4166.5400390625,145.18336763808455,4073.85009765625,147.36583831364814,4149.77978515625,74286600,4531800000
2022-06-02,148.65367126464844,4176.81982421875,148.712654512819,4177.509765625,144.37720576236944,4074.3701171875,145.33080827666313,4095.409912109375,72348100,4405790000
2022-06-03,142.92230224609375,4108.5400390625,145.46851374002418,4142.669921875,142.01785698573045,4098.669921875,144.41659528451996,4137.56982421875,88570300,3711110000
2022-06-06,143.66940307617188,4121.43017578125,146.05833007006927,4168.77978515625,142.45036072118282,4109.18017578125,144.54435641942476,4134.72021484375,71598400,4332700000
2022-06-07,146.1959686279297,4160.68017578125,146.48105939148104,4164.85986328125,141.66390303598558,4080.18994140625,141.9096766255686,4096.47021484375,67808200,4248210000
2022-06-08,145.4586181640625,4115.77001953125,147.3363166045176,4160.14013671875,144.96707108524492,4107.2001953125,146.06813174153186,4147.1201171875,53950200,4159470000
2022-06-09,140.2285614013672,4017.820068359375,145.4487894010345,4119.10009765625,140.12042043523653,4017.169921875,144.5935022148915,4101.64990234375,69473000,4134170000
2022-06-10,134.8117218017578,3900.860107421875,138.38034379484614,3974.389892578125,134.7428980025847,3900.159912109375,137.9084627463307,3974.389892578125,91437900,4889640000
2022-06-13,129.6504669189453,3749.6298828125,132.9143318379119,3838.14990234375,129.21790307407372,3734.300048828125,130.62372056907952,3838.14990234375,122207100,5636890000
2022-06-14,130.515625,3735.47998046875,131.62652662425197,3778.179931640625,129.2572651959058,3705.679931640625,130.87938017833108,3763.52001953125,84784300,5153890000
2022-06-15,133.14047241210938,3789.989990234375,135.0181863871141,3837.56005859375,129.9257644034857,3722.300048828125,132.0197453538818,3764.050048828125,91533000,5530480000
2022-06-16,127.8612289428711,3666.77001953125,130.15184022343473,3728.179931640625,126.85846866106286,3639.77001953125,129.84708342230354,3728.179931640625,108123900,5644930000
2022-06-17,129.3358917236328,3674.840087890625,130.8301993524765,3707.7099609375,127.61547659200777,3636.8701171875,127.87109072638007,3665.89990234375,134520300,8520740000
2022-06-21,133.572998046875,3764.7900390625,134.74288249152107,3779.64990234375,131.06611995214928,3715.31005859375,131.16442036715884,3715.31005859375,81000500,5292260000
2022-06-22,133.0618133544922,3759.889892578125,135.4310591073431,3801.7900390625,131.64615522779903,3717.68994140625,132.5112679712454,3733.889892578125,73409200,5058990000
2022-06-23,135.93243408203125,3795.72998046875,136.2470164136777,3802.580078125,133.33706609243566,3743.52001953125,134.50695054622625,3774.7099609375,72433800,5098640000
2022-06-24,139.26515197753906,3911.739990234375,139.51092556990343,3913.64990234375,137.4071042192977,3821.75,137.53489628676303,3821.75,89116800,8120260000
2022-06-27,139.26515197753906,3900.110107421875,141.06421647374572,3927.719970703125,138.5868144624807,3889.659912109375,140.28756352140977,3920.760009765625,70207900,4325310000
2022-06-28,135.11647033691406,3821.550048828125,140.99536950005523,3945.860107421875,134.99850383222812,3820.139892578125,139.72718457219997,3913.0,67083400,4270120000
2022-06-29,136.876220703125,3818.830078125,138.29187895229046,3836.5,134.35950159386607,3799.02001953125,135.1361545226192,3825.090087890625,66242400,4211240000
2022-06-30,134.40866088867188,3785.3798828125,136.0307605677301,3818.989990234375,131.50853555295868,3738.669921875,134.9296996947126,3785.989990234375,98964500,4840070000
2022-07-01,136.58131408691406,3825.330078125,136.6894550838494,3829.820068359375,133.36660581596968,3752.10009765625,133.7401715319748,3781.0,71051600,4046950000
2022-07-05,139.16683959960938,3831.389892578125,139.2159973193288,3832.18994140625,134.61510776869383,3742.06005859375,135.44091845782265,3792.610107421875,73353800,5076590000
